IsDog	Age	HasName	NameLength	NameFreq	MixColor	ColorFreqAsIs	ColorFreqBase	TabbyColor	MixBreed	Domestic	Shorthair	Longhair	Year	Month	Day	Hour	Breed_Chihuahua Shorthair Mix	Breed_Domestic Medium Hair Mix	Breed_Domestic Shorthair Mix	Breed_German Shepherd Mix	Breed_Labrador Retriever Mix	Breed_Pit Bull Mix	Breed_Rare	Sex_Female	Sex_Male	Sex_Unknown	SexStatus_Flawed	SexStatus_Intact	SexStatus_Unknown	Weekday_0	Weekday_1	Weekday_2	Weekday_3	Weekday_4	Weekday_5	Weekday_6	target
1	730.0	1	7	0.0006023307581511	1	0.0006285190519837	0.2233362619945905	0	1	0	0	0	2015	6	8	13.5	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Return_to_owner
1	365.0	1	7	0.0001833180568285	1	0.0012308498101348	0.3141075335503988	0	1	0	0	0	2015	11	25	12.0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
0	90.0	1	6	0.001518921042294	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2014	7	12	8.166666666666666	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Adoption
0	21.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	5	3	12.25	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	14.0	0	7	0.2858714154772817	1	0.0329186853476496	0.4636243044429514	0	1	0	0	0	2014	6	7	8.9	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
0	730.0	1	7	0.0002095063506612	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2014	5	17	7.533333333333333	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	365.0	1	4	0.0001047531753306	0	0.0855047793636244	0.1992695574276017	0	1	0	0	0	2014	7	30	13.566666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
1	60.0	1	6	2.61882938326568e-05	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	1	19	11.05	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	Transfer
0	365.0	1	8	0.0001571297629959	0	0.0349089956789315	0.2991024514617465	0	1	1	1	0	2015	9	18	12.316666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Transfer
1	730.0	1	7	2.61882938326568e-05	1	0.0173104622233861	0.4636243044429514	0	0	0	0	0	2015	8	15	11.366666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	300.0	1	7	5.23765876653136e-05	1	0.0329186853476496	0.4636243044429514	0	1	0	0	0	2013	10	28	12.533333333333331	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
1	60.0	1	7	0.0001833180568285	1	0.0163414953515778	0.3637914104088067	0	1	0	0	0	2014	4	9	13.733333333333333	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
0	30.0	1	5	0.0008118371088123	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2015	10	3	12.733333333333333	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	180.0	1	3	5.23765876653136e-05	1	0.0084064423202828	0.3118679690595552	0	1	0	0	0	2016	1	15	14.516666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	1825.0	1	5	0.001518921042294	1	0.0145868796647898	0.3744551828690544	0	1	0	1	0	2015	3	25	15.833333333333334	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	Adoption
0	60.0	1	7	2.61882938326568e-05	1	0.0033782899044127	0.3141075335503988	1	1	1	1	0	2015	11	21	10.016666666666667	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
0	2555.0	1	3	0.0008904019903103	0	0.0176509100432106	0.0584181783726979	0	1	0	0	0	2015	7	30	11.5	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
0	1095.0	0	7	0.2858714154772817	0	0.0185936886211863	0.0138163901665891	0	1	1	1	0	2016	1	1	10.95	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Euthanasia
1	120.0	1	6	0.0006547073458164	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2015	7	15	12.416666666666666	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	60.0	0	7	0.2858714154772817	0	0.0124132512766793	0.0097679466639102	0	1	1	1	0	2014	7	3	13.016666666666667	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	Adoption
1	1825.0	1	5	0.0003404478198245	1	0.0129108288594998	0.3637914104088067	0	0	0	0	0	2013	11	8	9.4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
1	1095.0	1	7	0.0001047531753306	0	0.0234385229802278	0.1645218529812049	0	1	0	1	0	2015	4	11	13.016666666666667	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Transfer
1	1095.0	0	7	0.2858714154772817	0	0.0072017808039806	0.0071666063706996	0	1	0	0	0	2013	12	6	10.916666666666666	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Euthanasia
1	1095.0	1	8	2.61882938326568e-05	1	0.0329186853476496	0.4636243044429514	0	1	0	0	0	2013	10	24	7.366666666666666	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
0	60.0	0	7	0.2858714154772817	1	0.0262930470079874	0.3575206298344445	0	1	1	1	0	2014	7	2	9.616666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	120.0	1	4	0.0001309414691632	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2015	8	10	21.0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Transfer
0	21.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	7	14	9.266666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
0	2555.0	1	5	5.23765876653136e-05	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2015	4	4	14.433333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
0	60.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2015	6	23	10.416666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
0	60.0	1	4	0.00335210161058	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2013	12	9	11.066666666666666	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	Transfer
0	1460.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	0	1	2014	1	21	11.25	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
0	730.0	1	3	7.85648814979704e-05	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2014	5	28	11.866666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
1	4380.0	1	7	0.000680895639649	0	0.0279429095194448	0.0221372336210312	0	0	0	0	0	2014	8	27	3.8333333333333335	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
0	3285.0	1	5	0.0038758674872332	1	0.0247479376718606	0.4983720088893483	0	1	1	1	0	2014	8	5	7.25	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	Return_to_owner
0	21.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	5	5	8.766666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	150.0	1	5	0.0001571297629959	1	0.0163414953515778	0.3637914104088067	0	1	0	0	0	2015	3	9	14.95	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
1	2190.0	0	7	0.2858714154772817	1	0.0084064423202828	0.3118679690595552	0	0	0	0	0	2013	10	30	11.616666666666667	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	Euthanasia
0	365.0	0	7	0.2858714154772817	0	0.0201649862511457	0.0151256740227746	0	1	1	1	0	2014	7	28	5.0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	Transfer
0	90.0	1	4	5.23765876653136e-05	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	10	19	15.966666666666669	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	21.0	0	7	0.2858714154772817	1	0.0087992667277726	0.3575206298344445	1	1	1	1	0	2014	6	26	13.266666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	Transfer
1	730.0	1	4	0.0001833180568285	1	0.003430666492078	0.3086464416765724	0	1	0	0	0	2015	5	14	9.116666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Adoption
0	60.0	1	4	0.0002095063506612	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2014	11	18	13.083333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	Adoption
0	7.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	10	4	12.033333333333331	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	Transfer
0	60.0	1	7	0.0001309414691632	0	0.0185936886211863	0.0138163901665891	0	1	1	1	0	2015	8	16	10.866666666666667	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	365.0	0	7	0.2858714154772817	0	0.0238313473877176	0.0753527314073078	0	1	0	1	0	2014	7	18	12.383333333333333	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Transfer
1	1460.0	1	4	0.0023045698572737	1	0.0066518266334948	0.2746222888349096	0	1	0	0	0	2014	9	16	10.083333333333334	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Return_to_owner
1	730.0	1	5	0.0012570381039675	1	0.0329186853476496	0.4636243044429514	0	0	0	0	0	2014	7	7	8.633333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	365.0	1	11	2.61882938326568e-05	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2015	8	19	10.533333333333331	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Transfer
1	4015.0	1	12	2.61882938326568e-05	1	0.0129108288594998	0.3637914104088067	0	1	0	0	0	2014	5	9	14.116666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Euthanasia
0	30.0	1	5	0.0003666361136571	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	10	6	12.116666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	730.0	1	5	0.005106717297368	1	0.0291737593295796	0.3744551828690544	0	1	0	0	0	2015	9	23	8.75	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Adoption
0	14.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2014	7	17	13.516666666666667	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	Transfer
1	2190.0	1	8	0.0006023307581511	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2015	10	27	15.533333333333331	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Return_to_owner
1	180.0	1	4	0.0002356946444939	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	12	8	12.883333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Transfer
1	60.0	1	5	0.0021474400942778	0	0.0067827681026581	0.0075800644305476	0	0	0	0	0	2015	9	8	12.516666666666667	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	Transfer
0	60.0	0	7	0.2858714154772817	1	0.0349089956789315	0.4636243044429514	1	1	1	1	0	2015	6	16	6.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	Transfer
1	365.0	1	5	0.005106717297368	0	0.0123084981013486	0.0240667045669888	0	1	0	1	0	2014	5	10	14.3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	60.0	1	5	7.85648814979704e-05	0	0.0234385229802278	0.1645218529812049	0	1	0	0	0	2014	4	30	13.916666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
1	730.0	1	8	2.61882938326568e-05	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2016	1	29	11.883333333333333	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	Transfer
1	1095.0	0	7	0.2858714154772817	0	0.0349089956789315	0.2991024514617465	0	0	0	0	0	2014	3	25	14.25	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Adoption
0	365.0	1	7	0.0001833180568285	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	8	18	8.533333333333333	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Return_to_owner
1	1460.0	1	7	5.23765876653136e-05	1	0.0011260966348042	0.1337709097800058	0	1	0	0	0	2013	12	28	12.283333333333331	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Return_to_owner
1	730.0	1	4	0.0012308498101348	0	0.0238313473877176	0.0753527314073078	0	0	0	1	0	2015	8	19	11.466666666666669	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Transfer
0	90.0	1	3	2.61882938326568e-05	0	0.0617781851512374	0.1645218529812049	1	0	1	0	1	2014	6	22	13.366666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	365.0	0	7	0.2858714154772817	0	0.0185936886211863	0.0138163901665891	0	1	1	1	0	2014	3	21	13.15	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	Euthanasia
1	60.0	1	4	0.0015712976299594	0	0.0855047793636244	0.1992695574276017	0	0	0	0	0	2015	6	7	13.116666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	730.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2015	12	20	16.633333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Transfer
1	365.0	1	7	0.004268691894723	0	0.0349089956789315	0.2991024514617465	0	0	0	1	0	2015	12	17	9.166666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Adoption
0	14.0	0	7	0.2858714154772817	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2015	9	22	9.166666666666666	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	Euthanasia
0	28.0	1	4	0.0003404478198245	0	0.0053424119418619	0.0040656709218391	0	1	0	0	0	2015	5	30	15.933333333333334	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	Transfer
0	730.0	0	7	0.2858714154772817	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2015	10	12	6.0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	Transfer
1	4380.0	1	7	2.61882938326568e-05	0	0.0090873379599319	0.1645218529812049	0	1	0	0	0	2015	2	9	14.283333333333331	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Euthanasia
1	365.0	0	7	0.2858714154772817	1	0.0329186853476496	0.4636243044429514	0	0	0	0	0	2014	9	14	14.85	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	60.0	1	6	0.0003404478198245	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	7	18	12.616666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Adoption
0	14.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	7	14	12.066666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	90.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	4	26	14.0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
0	90.0	0	7	0.2858714154772817	0	0.0185936886211863	0.0138163901665891	0	1	1	0	0	2013	11	18	11.933333333333334	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
1	150.0	1	7	5.23765876653136e-05	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2015	12	15	11.266666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	Adoption
1	1095.0	1	5	0.001518921042294	0	0.0855047793636244	0.1992695574276017	0	0	0	0	0	2016	2	7	11.9	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	2555.0	1	7	0.0004713892889878	1	0.0247479376718606	0.4983720088893483	0	0	0	0	0	2014	4	10	7.816666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	Transfer
1	730.0	1	4	0.0002356946444939	1	0.0258216577189996	0.2746222888349096	0	1	0	0	0	2015	2	6	15.933333333333334	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Euthanasia
0	120.0	1	6	0.0001571297629959	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2014	12	29	12.183333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
1	3285.0	1	5	0.0001833180568285	1	0.0201911745449783	0.4636243044429514	0	0	0	0	0	2015	11	15	11.1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	210.0	1	3	0.0003142595259918	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2015	12	6	12.2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Transfer
0	60.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2014	7	14	15.466666666666669	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	1095.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2014	10	24	5.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Transfer
1	1095.0	0	7	0.2858714154772817	0	0.0030902186722535	0.0095439902148259	0	1	0	0	0	2015	1	14	13.3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
1	1825.0	1	5	0.0006023307581511	1	0.0291737593295796	0.3744551828690544	0	1	0	1	0	2014	5	29	13.716666666666669	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	Adoption
1	1825.0	1	6	0.000838025402645	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2016	1	28	9.083333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Transfer
0	14.0	0	7	0.2858714154772817	0	0.0176509100432106	0.0584181783726979	0	1	1	0	0	2013	10	16	7.833333333333333	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	14.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	7	26	11.666666666666666	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	Transfer
0	1460.0	1	5	0.0001309414691632	0	0.0124132512766793	0.0097679466639102	0	1	1	1	0	2014	1	30	10.683333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	Transfer
1	1460.0	1	6	0.0001833180568285	1	0.0291737593295796	0.3744551828690544	0	1	0	0	0	2015	4	8	15.1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
0	60.0	1	5	0.0010213434594736	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	7	19	15.45	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	730.0	1	6	0.0011522849286368	1	0.0258216577189996	0.2746222888349096	0	1	0	1	0	2013	12	20	8.033333333333333	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
1	730.0	1	8	2.61882938326568e-05	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2014	3	23	14.716666666666669	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	3285.0	1	8	0.0004190127013225	1	0.0163414953515778	0.3637914104088067	0	1	0	0	0	2014	3	29	7.433333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	Return_to_owner
1	1825.0	1	5	7.85648814979704e-05	0	0.0279429095194448	0.0221372336210312	0	1	0	0	0	2014	2	11	14.266666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	Return_to_owner
1	365.0	1	3	7.85648814979704e-05	1	0.0006285190519837	0.3062690578324461	0	0	0	1	0	2013	12	6	12.883333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	Euthanasia
1	730.0	1	4	0.0012308498101348	1	0.0039806206625638	0.3041845401140455	0	1	0	0	0	2013	10	20	12.616666666666667	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	21.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	5	6	11.983333333333333	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	150.0	1	4	0.0006023307581511	1	0.0201911745449783	0.4636243044429514	0	1	0	0	0	2015	7	6	12.8	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	Transfer
0	2190.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2015	1	26	13.383333333333333	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	Euthanasia
1	365.0	1	5	0.0009427785779756	0	0.0238313473877176	0.0753527314073078	0	1	0	1	0	2014	3	22	11.633333333333333	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	90.0	1	5	0.0001833180568285	1	0.1058792719654314	0.4983720088893483	0	1	0	1	0	2015	11	4	21.0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	30.0	1	7	7.85648814979704e-05	0	0.0185936886211863	0.0138163901665891	0	1	1	0	1	2015	10	24	15.483333333333333	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	1095.0	1	4	0.0006285190519837	0	0.0234385229802278	0.1645218529812049	0	1	0	1	0	2015	5	3	13.983333333333333	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
1	1825.0	1	5	5.23765876653136e-05	0	0.0855047793636244	0.1992695574276017	0	1	0	0	0	2014	4	14	13.0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Return_to_owner
1	2920.0	1	5	0.0003404478198245	0	0.0855047793636244	0.1992695574276017	0	0	0	0	0	2014	5	26	7.366666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
